validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuvisco,nevoeiro,nevoa_seca,pancada
"['21:40', '08/01']",08/01 21:40,160,4,NIL,3000,,,1,1,1,1800,5,21,21,1015,100,,,,,
"['22:00', '08/01']",08/01 22:00,170,4,NIL,3000,,,1,1,1,3000,5,21,21,1015,100,,,,,
"['22:35', '08/01']",08/01 22:35,330,3,NIL,9999,,,1,1,NIL,800,5,21,21,1016,100,,,,,
"['23:00', '08/01']",08/01 23:00,0,0,NIL,9999,,,1,1,NIL,500,5,21,21,1015,100,,,,,
"['00:00', '09/01']",09/01 00:00,50,6,NIL,9999,,,1,1,NIL,700,5,22,22,1016,100,,,,,
"['01:00', '09/01']",09/01 01:00,60,8,NIL,9999,NIL,NIL,NIL,NIL,,600,5,22,22,1016,100,,,,,
"['02:00', '09/01']",09/01 02:00,50,6,NIL,9999,NIL,NIL,1,NIL,,600,5,22,22,1016,100,,,,,
"['03:00', '09/01']",09/01 03:00,320,5,NIL,9999,NIL,NIL,1,NIL,,4000,5,22,21,1016,94,,,,,
"['04:00', '09/01']",09/01 04:00,310,3,NIL,7000,NIL,NIL,1,NIL,,4000,5,22,21,1016,94,,,,,
"['05:00', '09/01']",09/01 05:00,350,4,NIL,9999,NIL,NIL,1,NIL,,NIL,3,22,21,1014,94,,,,,
"['06:00', '09/01']",09/01 06:00,210,2,NIL,9999,NIL,NIL,1,NIL,,10000,8,21,21,1014,100,,,,,
"['07:00', '09/01']",09/01 07:00,220,3,NIL,9999,NIL,NIL,NIL,NIL,,NIL,NIL,21,21,1014,100,,,,,
"['08:00', '09/01']",09/01 08:00,280,4,NIL,9999,NIL,NIL,NIL,NIL,,NIL,NIL,22,21,1014,94,,,,,
"['09:00', '09/01']",09/01 09:00,250,4,NIL,9999,NIL,NIL,NIL,NIL,,NIL,NIL,22,21,1014,94,,,,,
"['10:00', '09/01']",09/01 10:00,250,1,NIL,9999,NIL,NIL,NIL,NIL,,NIL,NIL,22,22,1015,100,,,,,
"['11:00', '09/01']",09/01 11:00,300,3,NIL,9999,NIL,NIL,NIL,NIL,,NIL,NIL,24,21,1016,83,,,,,
"['12:00', '09/01']",09/01 12:00,300,6,NIL,9999,NIL,NIL,NIL,NIL,,NIL,2,26,22,1016,79,,,,,
"['13:00', '09/01']",09/01 13:00,310,9,NIL,9999,NIL,NIL,NIL,NIL,,2500,5,27,22,1017,74,,,,,
"['14:00', '09/01']",09/01 14:00,300,8,NIL,9999,NIL,NIL,NIL,NIL,,2500,5,27,22,1017,74,,,,,
"['15:00', '09/01']",09/01 15:00,290,8,NIL,9999,NIL,NIL,NIL,NIL,,2500,5,27,23,1016,79,,,,,
"['16:00', '09/01']",09/01 16:00,290,6,NIL,9999,NIL,NIL,1,NIL,,2500,5,28,23,1016,74,,,,,
"['17:00', '09/01']",09/01 17:00,240,6,NIL,9999,NIL,NIL,NIL,NIL,,NIL,3,29,23,1015,70,,,,,
"['18:00', '09/01']",09/01 18:00,260,9,NIL,9999,NIL,NIL,NIL,NIL,,NIL,3,28,22,1014,70,,,,,
"['19:00', '09/01']",09/01 19:00,260,5,NIL,9999,NIL,NIL,NIL,NIL,,NIL,3,29,22,1013,66,,,,,
"['20:00', '09/01']",09/01 20:00,160,2,NIL,9999,NIL,NIL,NIL,NIL,,NIL,3,29,21,1013,62,,,,,
"['21:00', '09/01']",09/01 21:00,100,7,NIL,9000,NIL,NIL,NIL,NIL,,NIL,3,27,24,1014,84,,,,,
"['21:22', '09/01']",09/01 21:22,110,3,NIL,9999,NIL,NIL,NIL,1,,NIL,3,26,24,1015,89,,,,,
"['22:00', '09/01']",09/01 22:00,290,12,28,7000,2000,270,1,1,,1700,5,23,22,1015,94,,,,,
"['22:18', '09/01']",09/01 22:18,300,17,33,800,NIL,NIL,1,1,,NIL,NIL,20,20,1015,100,,,,,
"['22:39', '09/01']",09/01 22:39,350,7,NIL,9999,NIL,NIL,1,1,,5000,5,22,21,1016,94,,,,,
"['23:00', '09/01']",09/01 23:00,360,2,NIL,9999,NIL,NIL,1,1,,8000,8,21,21,1016,100,,,,,
"['23:27', '09/01']",09/01 23:27,280,2,NIL,9999,NIL,NIL,1,1,,NIL,NIL,21,21,1016,100,,,,,
"['00:00', '10/01']",10/01 00:00,160,1,NIL,9999,NIL,NIL,1,1,,NIL,NIL,22,22,1016,100,,,,,
"['01:00', '10/01']",10/01 01:00,0,0,,9999,,,,,,NIL,NIL,21,21,1017,100,,,,,
"['02:00', '10/01']",10/01 02:00,0,0,,9999,,,,,,NIL,3,21,21,1017,100,,,,,
"['03:00', '10/01']",10/01 03:00,290,3,,9999,,,,,,NIL,3,22,22,1016,100,,,,,
"['04:00', '10/01']",10/01 04:00,0,0,,9999,,,,,,NIL,3,21,21,1016,100,,,,,
"['05:00', '10/01']",10/01 05:00,0,0,,9999,,,,,,NIL,3,22,22,1015,100,,,,,
"['06:00', '10/01']",10/01 06:00,270,3,,9999,,,,,,NIL,3,22,22,1015,100,,,,,
"['07:00', '10/01']",10/01 07:00,310,5,,9999,,,,,,NIL,3,23,22,1015,94,,,,,
"['08:00', '10/01']",10/01 08:00,250,3,,9999,,,,,,NIL,3,22,22,1015,100,,,,,
"['09:00', '10/01']",10/01 09:00,250,3,,9999,,,,,,NIL,2,22,22,1015,100,,,,,
"['09:36', '10/01']",10/01 09:36,280,4,,9999,,,,,,1100,5,23,22,1015,94,,,,,
"['10:00', '10/01']",10/01 10:00,300,3,,9999,,,,,,1100,5,23,22,1016,94,,,,,
"['11:00', '10/01']",10/01 11:00,300,4,,9999,,,,,,1200,5,24,22,1016,89,,,,,
"['12:00', '10/01']",10/01 12:00,250,3,,9999,,,,,,1500,5,26,22,1016,79,,,,,
"['13:00', '10/01']",10/01 13:00,290,7,,9999,,,,,,NIL,3,27,22,1016,74,,,,,
"['14:00', '10/01']",10/01 14:00,330,4,,9999,,,,,,2500,5,28,23,1016,74,,,,,
"['15:00', '10/01']",10/01 15:00,290,5,,9999,,,,,,3000,5,29,23,1015,70,,,,,
"['16:00', '10/01']",10/01 16:00,220,3,,9999,,,,,,3300,5,29,23,1015,70,,,,,
"['17:00', '10/01']",10/01 17:00,270,6,,9999,,,,,,3500,5,29,23,1014,70,,,,,
"['18:00', '10/01']",10/01 18:00,360,5,,9999,,,,,,NIL,3,31,22,1013,59,,,,,
"['19:00', '10/01']",10/01 19:00,300,8,,9999,,,,,,NIL,NIL,31,22,1012,59,,,,,
"['20:00', '10/01']",10/01 20:00,280,9,,9999,,,,,,NIL,3,31,21,1012,55,,,,,
"['21:00', '10/01']",10/01 21:00,280,7,,9999,,,,,,NIL,3,30,21,1012,59,,,,,
"['22:00', '10/01']",10/01 22:00,290,5,,9999,,,,,,NIL,NIL,28,21,1013,66,,,,,
"['23:00', '10/01']",10/01 23:00,310,2,,9999,,,,,,NIL,NIL,26,22,1013,79,,,,,
"['00:00', '11/01']",11/01 00:00,0,0,,9999,,,,,,NIL,NIL,24,22,1014,89,,,,,
"['01:00', '11/01']",11/01 01:00,0,0,NIL,9999,,,,,,NIL,NIL,24,22,1014,89,,,,,
"['02:00', '11/01']",11/01 02:00,0,0,NIL,9999,,,,,,NIL,NIL,23,22,1014,94,,,,,
"['03:00', '11/01']",11/01 03:00,0,0,NIL,9999,,,,,,NIL,NIL,23,22,1014,94,,,,,
"['04:00', '11/01']",11/01 04:00,0,0,NIL,9999,,,,,,NIL,NIL,22,22,1014,100,,,,,
"['05:00', '11/01']",11/01 05:00,60,3,NIL,9999,,,,,,NIL,NIL,23,22,1013,94,,,,,
"['06:00', '11/01']",11/01 06:00,70,4,NIL,9999,,,,,,NIL,NIL,23,22,1013,94,,,,,
"['07:00', '11/01']",11/01 07:00,0,0,NIL,9999,,,,,,NIL,NIL,22,22,1013,100,,,,,
"['08:00', '11/01']",11/01 08:00,110,2,NIL,9999,,,,,,NIL,NIL,22,22,1013,100,,,,,
"['09:00', '11/01']",11/01 09:00,0,0,NIL,9999,,,,,,NIL,NIL,21,21,1014,100,,,,,
"['10:00', '11/01']",11/01 10:00,290,1,NIL,9999,,,,,,NIL,NIL,24,22,1015,89,,,,,
"['11:00', '11/01']",11/01 11:00,310,5,NIL,9999,,,,,,NIL,NIL,25,22,1015,83,,,,,
"['12:00', '11/01']",11/01 12:00,310,6,NIL,9999,,,,,,NIL,NIL,27,23,1015,79,,,,,
"['13:00', '11/01']",11/01 13:00,320,9,NIL,9999,,,,,,10000,5,29,22,1015,66,,,,,
"['14:00', '11/01']",11/01 14:00,310,13,NIL,9999,,,,,,4000,5,30,22,1015,62,,,,,
"['15:00', '11/01']",11/01 15:00,300,11,NIL,9999,,,,,,4000,5,31,22,1014,59,,,,,
"['16:00', '11/01']",11/01 16:00,290,13,NIL,9999,,,,,,4000,5,32,22,1013,56,,,,,
"['17:00', '11/01']",11/01 17:00,310,11,NIL,9999,,,,,,4000,5,32,22,1013,56,,,,,
"['18:00', '11/01']",11/01 18:00,270,8,NIL,9999,,,,,,4000,5,32,22,1012,56,,,,,
"['18:35', '11/01']",11/01 18:35,310,16,26,9999,,,,,,4000,5,30,22,1012,62,,,,,
"['19:00', '11/01']",11/01 19:00,310,14,NIL,9999,,,,,,4000,5,29,22,1012,66,,,,,
"['20:00', '11/01']",11/01 20:00,290,6,NIL,9999,,,,,,NIL,3,26,23,1013,84,,,,,
"['21:00', '11/01']",11/01 21:00,280,6,NIL,9999,,,,,,7000,5,26,22,1013,79,,,,,
"['22:00', '11/01']",11/01 22:00,270,7,NIL,9999,,,,,,8000,5,26,22,1014,79,,,,,
"['23:00', '11/01']",11/01 23:00,0,0,NIL,9999,,,,,,NIL,NIL,25,23,1015,89,,,,,
"['00:00', '12/01']",12/01 00:00,0,0,NIL,9999,,,,,,NIL,2,25,23,1015,89,,,,,
"['01:00', '12/01']",12/01 01:00,100,2,,9999,NIL,NIL,NIL,NIL,NIL,NIL,2,25,23,1016,89,,NIL,,,
"['02:00', '12/01']",12/01 02:00,80,3,,9999,NIL,NIL,NIL,NIL,NIL,2500,5,25,23,1016,89,,NIL,,,
"['03:00', '12/01']",12/01 03:00,240,2,,9999,NIL,NIL,NIL,NIL,NIL,2500,5,24,23,1016,94,,NIL,,,
"['04:00', '12/01']",12/01 04:00,0,0,,9999,NIL,NIL,NIL,NIL,NIL,NIL,3,24,23,1015,94,,NIL,,,
"['05:00', '12/01']",12/01 05:00,320,3,,9999,NIL,NIL,NIL,NIL,NIL,1900,5,24,23,1015,94,,NIL,,,
"['06:00', '12/01']",12/01 06:00,310,2,,9999,NIL,NIL,NIL,NIL,NIL,NIL,3,24,22,1014,89,,NIL,,,
"['07:00', '12/01']",12/01 07:00,230,3,,9999,NIL,NIL,NIL,NIL,NIL,1700,5,22,22,1014,100,,NIL,,,
"['08:00', '12/01']",12/01 08:00,0,0,,9999,NIL,NIL,NIL,NIL,NIL,2300,5,24,22,1015,89,,NIL,,,
"['09:00', '12/01']",12/01 09:00,0,0,,9999,NIL,NIL,NIL,NIL,NIL,1500,5,23,22,1015,94,,NIL,,,
"['10:00', '12/01']",12/01 10:00,110,2,,9999,NIL,NIL,NIL,NIL,NIL,2100,8,24,23,1016,94,,NIL,,,
"['11:00', '12/01']",12/01 11:00,0,0,,9999,NIL,NIL,NIL,NIL,NIL,1300,8,25,23,1017,89,,NIL,,,
"['12:00', '12/01']",12/01 12:00,70,3,,9000,NIL,NIL,NIL,NIL,NIL,1300,8,25,23,1017,89,,NIL,,,
"['13:00', '12/01']",12/01 13:00,140,2,,8000,NIL,NIL,NIL,NIL,NIL,1300,8,25,23,1018,89,,NIL,,,
"['14:00', '12/01']",12/01 14:00,150,3,,9000,NIL,NIL,NIL,NIL,NIL,2000,8,26,23,1018,84,,NIL,,,
"['15:00', '12/01']",12/01 15:00,160,8,,5000,NIL,NIL,1,1,NIL,2000,8,24,24,1018,100,,NIL,,,
"['15:20', '12/01']",12/01 15:20,320,6,,2000,NIL,NIL,1,1,NIL,700,8,22,22,1018,100,,NIL,,,
"['15:40', '12/01']",12/01 15:40,60,3,,6000,NIL,NIL,1,1,NIL,2300,5,22,22,1018,100,,NIL,,,
"['16:00', '12/01']",12/01 16:00,260,2,,4000,NIL,NIL,1,1,1,2100,8,22,22,1018,100,,NIL,,,
"['16:10', '12/01']",12/01 16:10,220,2,,3000,NIL,NIL,1,1,1,2100,8,22,22,1017,100,,NIL,,,
"['16:35', '12/01']",12/01 16:35,0,0,,4000,NIL,NIL,1,1,NIL,1000,8,22,22,1017,100,,NIL,,,
"['17:00', '12/01']",12/01 17:00,230,2,,5000,NIL,NIL,1,1,NIL,1000,8,22,22,1017,100,,NIL,,,
"['18:00', '12/01']",12/01 18:00,0,0,,6000,NIL,NIL,1,1,NIL,2500,5,22,22,1016,100,,NIL,,,
"['19:00', '12/01']",12/01 19:00,80,1,,8000,NIL,NIL,NIL,NIL,NIL,2000,8,23,23,1016,100,,NIL,,,
"['19:23', '12/01']",12/01 19:23,150,2,,6000,NIL,NIL,1,NIL,NIL,700,8,23,23,1016,100,,NIL,,,
"['20:00', '12/01']",12/01 20:00,130,5,,7000,NIL,NIL,NIL,NIL,NIL,1100,8,23,23,1015,100,,NIL,,,
"['21:00', '12/01']",12/01 21:00,140,5,,7000,NIL,NIL,NIL,NIL,NIL,1100,8,23,23,1016,100,,NIL,,,
"['22:00', '12/01']",12/01 22:00,150,4,,9999,NIL,NIL,NIL,NIL,NIL,1100,8,23,22,1017,94,,NIL,,,
"['22:42', '12/01']",12/01 22:42,160,6,,8000,3500,90,NIL,NIL,NIL,600,8,22,22,1018,100,,1,,,
"['23:00', '12/01']",12/01 23:00,150,4,,5000,NIL,NIL,1,NIL,1,500,8,22,22,1018,100,,NIL,,,
"['00:00', '13/01']",13/01 00:00,90,2,,9000,NIL,NIL,1,NIL,NIL,600,5,21,21,1018,100,,NIL,,,
"['01:00', '13/01']",13/01 01:00,140,2,,9999,,,1,,NIL,800,8,21,21,1019,100,,NIL,,,
"['01:18', '13/01']",13/01 01:18,130,2,,9999,,,NIL,,NIL,2600,5,21,21,1019,100,,NIL,,,
"['02:00', '13/01']",13/01 02:00,130,3,,9999,,,NIL,,NIL,3000,5,21,21,1019,100,,NIL,,,
"['03:00', '13/01']",13/01 03:00,0,0,,9000,,,NIL,,NIL,2300,5,21,21,1019,100,,NIL,,,
"['04:00', '13/01']",13/01 04:00,130,2,,9999,,,NIL,,NIL,8000,5,21,21,1018,100,,NIL,,,
"['05:00', '13/01']",13/01 05:00,VRB,1,,9999,,,NIL,,NIL,2600,5,21,21,1018,100,,NIL,,,
"['06:00', '13/01']",13/01 06:00,140,2,,9999,,,NIL,,NIL,1300,5,20,20,1017,100,,NIL,,,
"['07:00', '13/01']",13/01 07:00,140,2,,4000,,,NIL,,1,1100,8,21,21,1017,100,,1,,,
"['07:25', '13/01']",13/01 07:25,170,4,,3500,,,NIL,,1,900,8,20,20,1017,100,,1,,,
"['08:00', '13/01']",13/01 08:00,160,4,,4000,,,NIL,,1,1100,8,20,20,1017,100,,1,,,
"['08:33', '13/01']",13/01 08:33,90,1,,8000,,,NIL,,NIL,1100,5,20,20,1018,100,,NIL,,,
"['09:00', '13/01']",13/01 09:00,0,0,,9000,,,NIL,,NIL,1100,5,20,20,1018,100,,NIL,,,
"['10:00', '13/01']",13/01 10:00,110,2,,9999,,,NIL,,NIL,1100,5,21,21,1018,100,,NIL,,,
"['11:00', '13/01']",13/01 11:00,130,4,,9999,,,NIL,,NIL,1100,5,22,21,1019,94,,NIL,,,
"['12:00', '13/01']",13/01 12:00,140,4,,9999,,,NIL,,NIL,1100,8,22,21,1019,94,,NIL,,,
"['13:00', '13/01']",13/01 13:00,170,4,,9999,,,NIL,,NIL,1500,8,23,21,1020,89,,NIL,,,
"['14:00', '13/01']",13/01 14:00,120,4,,9999,,,NIL,,NIL,1700,8,23,20,1019,83,,NIL,,,
"['15:00', '13/01']",13/01 15:00,130,6,,9999,,,NIL,,NIL,1700,8,24,21,1019,83,,NIL,,,
"['16:00', '13/01']",13/01 16:00,140,5,,9999,,,NIL,,NIL,1900,8,24,21,1018,83,,NIL,,,
"['17:00', '13/01']",13/01 17:00,160,6,,9999,,,NIL,,NIL,1900,8,25,21,1018,79,,NIL,,,
"['18:00', '13/01']",13/01 18:00,160,7,,9999,,,NIL,,NIL,4000,5,24,21,1018,83,,NIL,,,
"['19:00', '13/01']",13/01 19:00,160,8,,9999,,,NIL,,NIL,2300,8,24,21,1017,83,,NIL,,,
"['20:00', '13/01']",13/01 20:00,160,6,,5000,,,1,,NIL,1300,8,22,21,1017,94,,NIL,,,
"['21:00', '13/01']",13/01 21:00,160,5,,3000,,,1,,1,1000,8,21,21,1017,100,,NIL,,,
"['22:00', '13/01']",13/01 22:00,130,5,,4000,,,1,,1,700,8,21,21,1018,100,,NIL,,,
"['23:00', '13/01']",13/01 23:00,160,4,,4000,,,1,,1,900,8,20,20,1019,100,,NIL,,,
"['00:00', '14/01']",14/01 00:00,140,5,,8000,,,1,,NIL,1100,8,20,19,1019,94,,NIL,,,
"['01:00', '14/01']",14/01 01:00,130,4,,9999,,,,,,800,8,20,20,1020,100,,,,,
"['02:00', '14/01']",14/01 02:00,130,4,,9999,,,,,,900,8,20,16,1020,78,,,,,
"['03:00', '14/01']",14/01 03:00,110,4,,9999,,,,,,1100,5,20,19,1020,94,,,,,
"['04:00', '14/01']",14/01 04:00,120,3,,9999,,,,,,1300,5,20,18,1019,88,,,,,
"['05:00', '14/01']",14/01 05:00,110,3,,9999,,,,,,3000,5,19,18,1018,94,,,,,
"['06:00', '14/01']",14/01 06:00,100,4,,9999,,,,,,NIL,2,19,18,1018,94,,,,,
"['07:00', '14/01']",14/01 07:00,140,3,,9999,,,,,,NIL,2,19,18,1018,94,,,,,
"['08:00', '14/01']",14/01 08:00,160,2,,9999,,,,,,NIL,3,18,18,1018,100,,,,,
"['09:00', '14/01']",14/01 09:00,140,3,,9999,,,,,,3000,5,19,18,1018,94,,,,,
"['10:00', '14/01']",14/01 10:00,100,4,,9999,,,,,,1500,5,19,18,1019,94,,,,,
"['11:00', '14/01']",14/01 11:00,100,4,,9999,,,,,,1500,8,20,18,1019,88,,,,,
"['12:00', '14/01']",14/01 12:00,70,8,,9999,,,,,,1700,5,21,19,1019,88,,,,,
"['13:00', '14/01']",14/01 13:00,50,8,,9999,,,,,,NIL,3,23,20,1019,83,,,,,
"['14:00', '14/01']",14/01 14:00,50,5,,9999,,,,,,1900,5,24,20,1019,78,,,,,
"['15:00', '14/01']",14/01 15:00,90,5,,9999,,,,,,2600,5,25,20,1018,74,,,,,
"['16:00', '14/01']",14/01 16:00,60,6,,9999,,,,,,3000,5,26,20,1018,70,,,,,
"['17:00', '14/01']",14/01 17:00,100,6,,9999,,,,,,4000,5,27,20,1017,66,,,,,
"['18:00', '14/01']",14/01 18:00,140,7,,9999,,,,,,3000,5,25,21,1017,79,,,,,
"['19:00', '14/01']",14/01 19:00,120,6,,9999,,,,,,3000,5,25,21,1016,79,,,,,
"['20:00', '14/01']",14/01 20:00,100,7,,9999,,,,,,2300,5,26,21,1016,74,,,,,
"['21:00', '14/01']",14/01 21:00,150,7,,9999,,,,,,4000,5,24,21,1016,83,,,,,
"['22:00', '14/01']",14/01 22:00,120,7,,9999,,,,,,1300,5,22,20,1016,88,,,,,
"['23:00', '14/01']",14/01 23:00,130,6,,9999,,,,,,900,8,22,20,1017,88,,,,,
"['00:00', '15/01']",15/01 00:00,120,4,,9999,,,,,,900,8,21,20,1017,94,,,,,
"['01:00', '15/01']",15/01 01:00,110,5,,9999,,,,,,900,8,21,20,1018,94,,,,,
"['02:00', '15/01']",15/01 02:00,120,4,,7000,,,,,,1000,8,21,20,1018,94,,,,,
"['03:00', '15/01']",15/01 03:00,100,3,,6000,,,,,,1000,8,21,19,1017,88,,,,,
"['04:00', '15/01']",15/01 04:00,80,4,,9999,,,,,,1400,8,21,18,1017,83,,,,,
"['05:00', '15/01']",15/01 05:00,70,7,,9999,,,,,,1400,8,20,18,1016,88,,,,,
"['06:00', '15/01']",15/01 06:00,50,4,,9999,,,,,,1500,8,20,18,1016,88,,,,,
"['07:00', '15/01']",15/01 07:00,50,5,,9999,,,,,,1700,8,20,18,1016,88,,,,,
"['08:00', '15/01']",15/01 08:00,70,5,,9999,,,,,,NIL,2,19,18,1016,94,,,,,
"['09:00', '15/01']",15/01 09:00,60,6,,9999,,,,,,3000,5,19,18,1016,94,,,,,
"['10:00', '15/01']",15/01 10:00,60,9,,9999,,,,,,NIL,2,20,19,1017,94,,,,,
"['11:00', '15/01']",15/01 11:00,70,8,,9999,,,,,,NIL,3,21,19,1017,88,,,,,
"['12:00', '15/01']",15/01 12:00,70,8,,9999,,,,,,4000,5,23,20,1017,83,,,,,
"['13:00', '15/01']",15/01 13:00,50,6,,9999,,,,,,NIL,3,25,21,1017,79,,,,,
"['14:00', '15/01']",15/01 14:00,70,5,,9999,,,,,,NIL,3,26,22,1016,79,,,,,
"['15:00', '15/01']",15/01 15:00,310,6,,9999,,,,,,3000,5,29,22,1015,66,,,,,
"['16:00', '15/01']",15/01 16:00,270,9,,9999,,,,,,4000,5,31,20,1015,52,,,,,
"['17:00', '15/01']",15/01 17:00,290,9,,9999,,,,,,4600,5,31,21,1014,55,,,,,
"['18:00', '15/01']",15/01 18:00,270,10,,9999,,,,,,NIL,NIL,31,21,1014,55,,,,,
"['19:00', '15/01']",15/01 19:00,300,10,,9999,,,,,,NIL,NIL,32,20,1013,49,,,,,
"['20:00', '15/01']",15/01 20:00,170,4,,9999,,,,,,NIL,NIL,29,22,1013,66,,,,,
"['21:00', '15/01']",15/01 21:00,170,3,,9999,,,,,,NIL,NIL,29,22,1013,66,,,,,
"['22:00', '15/01']",15/01 22:00,150,4,,9999,,,,,,NIL,NIL,27,22,1014,74,,,,,
"['23:00', '15/01']",15/01 23:00,0,0,,9999,,,,,,NIL,NIL,25,22,1014,83,,,,,
"['00:00', '16/01']",16/01 00:00,110,2,,9999,,,,,,NIL,2,25,23,1015,89,,,,,
"['01:00', '16/01']",16/01 01:00,80,2,NIL,9000,,,NIL,NIL,,NIL,2,25,23,1016,89,,,,,
"['02:00', '16/01']",16/01 02:00,70,3,NIL,9000,,,NIL,NIL,,NIL,2,24,23,1016,94,,,,,
"['03:00', '16/01']",16/01 03:00,80,4,NIL,8000,,,NIL,NIL,,NIL,2,24,23,1015,94,,,,,
"['04:00', '16/01']",16/01 04:00,70,6,NIL,9999,,,NIL,NIL,,NIL,NIL,23,23,1015,100,,,,,
"['05:00', '16/01']",16/01 05:00,90,3,NIL,9999,,,NIL,NIL,,NIL,NIL,23,23,1015,100,,,,,
"['06:00', '16/01']",16/01 06:00,80,1,NIL,9999,,,NIL,NIL,,NIL,NIL,22,22,1015,100,,,,,
"['07:00', '16/01']",16/01 07:00,70,3,NIL,9999,,,NIL,NIL,,NIL,NIL,22,22,1015,100,,,,,
"['08:00', '16/01']",16/01 08:00,0,0,NIL,9999,,,NIL,NIL,,NIL,NIL,21,21,1015,100,,,,,
"['09:00', '16/01']",16/01 09:00,120,2,NIL,9999,,,NIL,NIL,,NIL,NIL,21,21,1016,100,,,,,
"['10:00', '16/01']",16/01 10:00,0,0,NIL,9999,,,NIL,NIL,,NIL,NIL,24,23,1017,94,,,,,
"['11:00', '16/01']",16/01 11:00,310,3,NIL,9999,,,NIL,NIL,,NIL,NIL,26,22,1017,79,,,,,
"['12:00', '16/01']",16/01 12:00,260,8,NIL,9999,,,NIL,NIL,,NIL,NIL,29,22,1017,66,,,,,
"['13:00', '16/01']",16/01 13:00,280,11,NIL,9999,,,NIL,NIL,,NIL,2,30,22,1017,62,,,,,
"['14:00', '16/01']",16/01 14:00,280,10,NIL,9999,,,NIL,NIL,,NIL,3,32,22,1017,56,,,,,
"['15:00', '16/01']",16/01 15:00,280,9,NIL,9999,,,NIL,NIL,,4000,5,32,22,1016,56,,,,,
"['16:00', '16/01']",16/01 16:00,170,15,31,2500,,,1,1,,4000,5,26,21,1017,74,,,,,
"['16:35', '16/01']",16/01 16:35,50,5,NIL,9999,,,1,1,,4000,5,22,22,1016,100,,,,,
"['17:00', '16/01']",16/01 17:00,70,4,NIL,9999,,,1,1,,NIL,3,24,23,1016,94,,,,,
"['18:00', '16/01']",16/01 18:00,120,11,NIL,9999,,,NIL,NIL,,NIL,3,29,23,1015,70,,,,,
"['19:00', '16/01']",16/01 19:00,110,8,NIL,9999,,,NIL,NIL,,5000,5,27,23,1015,79,,,,,
"['19:26', '16/01']",16/01 19:26,100,4,NIL,3000,,,1,1,,3000,5,26,23,1016,84,,,,,
"['19:33', '16/01']",16/01 19:33,300,15,33,2000,,,1,1,,800,5,23,23,1017,100,,,,,
"['20:00', '16/01']",16/01 20:00,270,9,NIL,3000,,,1,1,,1500,5,22,22,1017,100,,,,,
"['20:11', '16/01']",16/01 20:11,290,7,NIL,5000,,,1,1,,2000,5,22,22,1017,100,,,,,
"['21:00', '16/01']",16/01 21:00,0,0,NIL,9000,,,1,1,,8000,5,22,22,1017,100,,,,,
"['22:00', '16/01']",16/01 22:00,150,2,NIL,9999,,,NIL,NIL,,8000,5,23,22,1018,94,,,,,
"['23:00', '16/01']",16/01 23:00,0,0,NIL,9999,,,NIL,NIL,,1700,5,23,23,1019,100,,,,,
"['00:00', '17/01']",17/01 00:00,160,4,NIL,9999,,,NIL,NIL,,1500,5,23,22,1019,94,,,,,
"['00:30', '17/01']",17/01 00:30,200,3,NIL,9999,,,NIL,NIL,,1300,5,23,23,1020,100,,,,,
"['01:00', '17/01']",17/01 01:00,170,4,,9999,NIL,NIL,NIL,,,10000,5,23,22,1020,94,,NIL,,,
"['02:00', '17/01']",17/01 02:00,170,5,,7000,NIL,NIL,1,,,1000,5,22,22,1020,100,,NIL,,,
"['02:19', '17/01']",17/01 02:19,200,2,,5000,NIL,NIL,1,,,1000,8,22,22,1020,100,,NIL,,,
"['03:00', '17/01']",17/01 03:00,170,4,,6000,NIL,NIL,1,,,10000,8,21,21,1020,100,,NIL,,,
"['04:00', '17/01']",17/01 04:00,0,0,,8000,NIL,NIL,1,,,700,5,21,21,1019,100,,NIL,,,
"['05:00', '17/01']",17/01 05:00,0,0,,7000,NIL,NIL,1,,,600,5,22,22,1018,100,,NIL,,,
"['06:00', '17/01']",17/01 06:00,170,5,,5000,NIL,NIL,1,,,800,5,21,21,1018,100,,NIL,,,
"['07:00', '17/01']",17/01 07:00,170,7,,9000,NIL,NIL,1,,,700,5,20,20,1018,100,,NIL,,,
"['08:00', '17/01']",17/01 08:00,160,4,,9999,NIL,NIL,NIL,,,1000,5,20,20,1019,100,,NIL,,,
"['09:00', '17/01']",17/01 09:00,170,6,,9999,NIL,NIL,NIL,,,1000,8,20,19,1020,94,,NIL,,,
"['10:00', '17/01']",17/01 10:00,180,3,,9999,NIL,NIL,NIL,,,1100,8,19,19,1021,100,,NIL,,,
"['11:00', '17/01']",17/01 11:00,140,4,,9999,NIL,NIL,NIL,,,1100,5,20,19,1021,94,,NIL,,,
"['12:00', '17/01']",17/01 12:00,110,8,,9999,NIL,NIL,NIL,,,1100,5,20,18,1022,88,,NIL,,,
"['13:00', '17/01']",17/01 13:00,140,7,,9999,NIL,NIL,NIL,,,1700,8,21,19,1022,88,,NIL,,,
"['14:00', '17/01']",17/01 14:00,150,7,,9999,NIL,NIL,NIL,,,1700,8,20,18,1022,88,,NIL,,,
"['15:00', '17/01']",17/01 15:00,160,6,,9999,NIL,NIL,NIL,,,1700,5,20,19,1022,94,,NIL,,,
